"CBL ID","Decade","Year of Capture","Month","Day","Season","Region","State","Gear","Rec/Comm","Final Age","Age Group","CFL (cm)","CFL (in)","Size Group","d13C VPDB","d18O VPDB","First Year","Year Class","Year shift","d13C slope","d13C change","Suess d13C","final d18O","abs Suess C","abs final O","Origin.East","Origin.West"
"1975_MA_42","1970s",1975,8,6,"Q3","MA","MD","PURSE SEINE","Comm",2,"Juvenile",78.8214,31.0320472440945,"YS/School",-6.73326619968059,-1.69536504324861,2006,1973,33,-0.0394,-1.3002,-8.03346619968059,-1.69536504324861,8.03346619968059,1.69536504324861,0.05,0.95
"1975_MA_43","1970s",1975,8,6,"Q3","MA","MD","PURSE SEINE","Comm",1,"Juvenile",58.9617,23.2132677165354,"YS/School",-8.20718472532747,-1.80985732046589,2006,1974,32,-0.0394,-1.2608,-9.46798472532747,-1.80985732046589,9.46798472532747,1.80985732046589,0,1
"1975_MA_44","1970s",1975,8,6,"Q3","MA","MD","PURSE SEINE","Comm",2,"Juvenile",81.4968,32.0853543307087,"YS/School",-7.37248652237449,-1.67746326628014,2006,1973,33,-0.0394,-1.3002,-8.67268652237449,-1.67746326628014,8.67268652237449,1.67746326628014,0,1
"1975_MA_45","1970s",1975,8,6,"Q3","MA","MD","PURSE SEINE","Comm",2,"Juvenile",56.4921,22.2409842519685,"YS/School",-7.48414102445629,-1.77102968847866,2006,1973,33,-0.0394,-1.3002,-8.78434102445629,-1.77102968847866,8.78434102445629,1.77102968847866,0.018,0.982
"1975_MA_46","1970s",1975,8,6,"Q3","MA","MD","PURSE SEINE","Comm",1,"Juvenile",58.4472,23.0107086614173,"YS/School",-7.55154157307148,-1.35612259436205,2006,1974,32,-0.0394,-1.2608,-8.81234157307148,-1.35612259436205,8.81234157307148,1.35612259436205,0.054,0.946
"1975_MA_47","1970s",1975,8,6,"Q3","MA","MD","PURSE SEINE","Comm",1,"Juvenile",55.8747,21.9979133858268,"YS/School",-7.98941754377849,-1.52317709699176,2006,1974,32,-0.0394,-1.2608,-9.25021754377849,-1.52317709699176,9.25021754377849,1.52317709699176,0.024,0.976
"1975_MA_48","1970s",1975,8,6,"Q3","MA","MD","PURSE SEINE","Comm",2,"Juvenile",78.7185,30.9915354330709,"YS/School",-6.94308990114811,-1.71081241140825,2006,1973,33,-0.0394,-1.3002,-8.2432899011481,-1.71081241140825,8.2432899011481,1.71081241140825,0.03,0.97
"1975_MA_5","1970s",1975,7,8,"Q3","MA","MD","PURSE SEINE","Comm",2,"Juvenile",73.2648,28.8444094488189,"YS/School",-7.11655442009289,-1.64784230364889,2006,1973,33,-0.0394,-1.3002,-8.41675442009289,-1.64784230364889,8.41675442009289,1.64784230364889,0.072,0.928
"1975_MA_50","1970s",1975,8,7,"Q3","MA","MD","PURSE SEINE","Comm",5,"Juvenile",136.857,53.8807086614173,"LS/SM",-7.58949948048541,-2.01644358716094,2006,1970,36,-0.0394,-1.4184,-9.00789948048541,-2.01644358716094,9.00789948048541,2.01644358716094,0.082,0.918
"1975_MA_6","1970s",1975,7,8,"Q3","MA","MD","PURSE SEINE","Comm",2,"Juvenile",75.0141,29.5331102362205,"YS/School",-7.44842736415643,-1.67557410871614,2006,1973,33,-0.0394,-1.3002,-8.74862736415643,-1.67557410871614,8.74862736415643,1.67557410871614,0.002,0.998
"1975_MA_7","1970s",1975,7,8,"Q3","MA","MD","PURSE SEINE","Comm",2,"Juvenile",71.001,27.9531496062992,"YS/School",-7.49482943252707,-1.49860775921021,2006,1973,33,-0.0394,-1.3002,-8.79502943252707,-1.49860775921021,8.79502943252707,1.49860775921021,0.094,0.906
"1975_MA_8","1970s",1975,7,8,"Q3","MA","MD","PURSE SEINE","Comm",2,"Juvenile",78.9243,31.0725590551181,"YS/School",-7.23070101378105,-1.56226322507033,2006,1973,33,-0.0394,-1.3002,-8.53090101378105,-1.56226322507033,8.53090101378105,1.56226322507033,0.026,0.974
"1975_MA_9","1970s",1975,7,8,"Q3","MA","MD","PURSE SEINE","Comm",2,"Juvenile",78.204,30.7889763779528,"YS/School",-7.45353242544131,-1.15456896686262,2006,1973,33,-0.0394,-1.3002,-8.75373242544131,-1.15456896686262,8.75373242544131,1.15456896686262,0.144,0.856
"1975_NE_100","1970s",1975,9,11,"Q3","NE","MA","RR","Comm",9,"Adult",237.8019,93.6227952755905,"Giant",-6.31979089759455,-1.25253457993265,2006,1966,40,-0.0394,-1.576,-7.89579089759455,-1.25253457993265,7.89579089759455,1.25253457993265,0.282,0.718
"1975_NE_101","1970s",1975,9,11,"Q3","NE","MA","RR","Comm",11,"Adult",235.2294,92.61,"Giant",-7.78684212779605,-1.71247659578183,2006,1964,42,-0.0394,-1.6548,-9.44164212779605,-1.71247659578183,9.44164212779605,1.71247659578183,0.002,0.998
"1975_NE_102","1970s",1975,9,2,"Q3","NE","MA","RR","Comm",11,"Adult",237.8019,93.6227952755905,"Giant",-7.29283416718439,-1.58460938134418,2006,1964,42,-0.0394,-1.6548,-8.94763416718439,-1.58460938134418,8.94763416718439,1.58460938134418,0.046,0.954
"1975_NE_103","1970s",1975,9,2,"Q3","NE","MA","HANDLINE","Comm",16,"Adult",243.0498,95.6888976377953,"Giant",-6.59461007842294,-1.64967763220863,2006,1959,47,-0.0394,-1.8518,-8.44641007842294,-1.64967763220863,8.44641007842294,1.64967763220863,0.066,0.934
"1975_NE_104","1970s",1975,9,4,"Q3","NE","MA","HANDLINE","Comm",24,"Adult",245.7252,96.7422047244094,"Giant",-7.08718312664707,-1.54481329134725,2006,1951,55,-0.0394,-2.167,-9.25418312664707,-1.54481329134725,9.25418312664707,1.54481329134725,0.026,0.974
"1975_NE_105","1970s",1975,9,4,"Q3","NE","MA","RR","Comm",9,"Adult",199.9347,78.7144488188976,"LM",-7.35758450234817,-1.58184918931934,2006,1966,40,-0.0394,-1.576,-8.93358450234817,-1.58184918931934,8.93358450234817,1.58184918931934,0.04,0.96
"1975_NE_106","1970s",1975,8,13,"Q3","NE","MA","RR","Comm",23,"Adult",245.7252,96.7422047244094,"Giant",-7.03612867220211,-1.48812638946734,2006,1952,54,-0.0394,-2.1276,-9.16372867220211,-1.48812638946734,9.16372867220211,1.48812638946734,0.006,0.994
"1975_NE_107","1970s",1975,8,14,"Q3","NE","MA","HARPOON","Comm",16,"Adult",243.3585,95.8104330708661,"Giant",-7.6499671252181,-1.84111539446668,2006,1959,47,-0.0394,-1.8518,-9.5017671252181,-1.84111539446668,9.5017671252181,1.84111539446668,0.026,0.974
"1975_NE_108","1970s",1975,8,14,"Q3","NE","MA","HARPOON","Comm",10,"Adult",218.6625,86.0875984251968,"Giant",-7.01239510818919,-1.1684458421372,2006,1965,41,-0.0394,-1.6154,-8.62779510818919,-1.1684458421372,8.62779510818919,1.1684458421372,0.174,0.826
"1975_NE_109","1970s",1975,8,14,"Q3","NE","MA","HARPOON","Comm",12,"Adult",223.293,87.9106299212598,"Giant",-7.35957345772415,-1.35810961374548,2006,1963,43,-0.0394,-1.6942,-9.05377345772415,-1.35810961374548,9.05377345772415,1.35810961374548,0.104,0.896
"1975_NE_110","1970s",1975,8,14,"Q3","NE","MA","HARPOON","Comm",11,"Adult",229.9815,90.5438976377953,"Giant",-7.18260716755413,-1.29862896008623,2006,1964,42,-0.0394,-1.6548,-8.83740716755413,-1.29862896008623,8.83740716755413,1.29862896008623,0.13,0.87
"1975_NE_111","1970s",1975,8,15,"Q3","NE","MA",NA,"Comm",17,"Adult",242.844,95.607874015748,"Giant",-7.14619696930174,-1.59075662840623,2006,1958,48,-0.0394,-1.8912,-9.03739696930174,-1.59075662840623,9.03739696930174,1.59075662840623,0.206,0.794
"1975_NE_112","1970s",1975,7,24,"Q3","NE","MA","HARPOON","Comm",17,"Adult",244.902,96.4181102362205,"Giant",-7.11282618284936,-1.57950553871991,2006,1958,48,-0.0394,-1.8912,-9.00402618284936,-1.57950553871991,9.00402618284936,1.57950553871991,0.088,0.912
"1975_NE_113","1970s",1975,7,22,"Q3","NE","ME","HARPOON","Comm",18,"Adult",245.6223,96.7016929133858,"Giant",-6.71716368046508,-1.33172300911396,2006,1957,49,-0.0394,-1.9306,-8.64776368046508,-1.33172300911396,8.64776368046508,1.33172300911396,0.082,0.918
"1975_NE_115","1970s",1975,8,1,"Q3","MA","NY",NA,"Rec",1,"Juvenile",57.4182,22.6055905511811,"YS/School",-7.88377863899798,-1.90375358954966,2006,1974,32,-0.0394,-1.2608,-9.14457863899798,-1.90375358954966,9.14457863899798,1.90375358954966,0.006,0.994
"1975_NE_116","1970s",1975,8,3,"Q3","MA","NY",NA,"Rec",1,"Juvenile",64.1067,25.2388582677165,"YS/School",-7.15205578310941,-1.97250701700107,2006,1974,32,-0.0394,-1.2608,-8.41285578310941,-1.97250701700107,8.41285578310941,1.97250701700107,0.07,0.93
"1975_NE_117","1970s",1975,7,3,"Q3","MA","NY",NA,"Rec",1,"Juvenile",57.4182,22.6055905511811,"YS/School",-7.41549662091193,-1.30793246304951,2006,1974,32,-0.0394,-1.2608,-8.67629662091193,-1.30793246304951,8.67629662091193,1.30793246304951,0.184,0.816
"1975_NE_118","1970s",1975,7,26,"Q3","MA","NY",NA,"Rec",1,"Juvenile",50.9355,20.0533464566929,"YS/School",-6.96434127451281,-1.4153608434009,2006,1974,32,-0.0394,-1.2608,-8.22514127451281,-1.4153608434009,8.22514127451281,1.4153608434009,0.088,0.912
"1975_NE_119","1970s",1975,7,26,"Q3","MA","NY",NA,"Rec",1,"Juvenile",50.3181,19.8102755905512,"YS/School",-7.07362458444393,-1.66299610388122,2006,1974,32,-0.0394,-1.2608,-8.33442458444393,-1.66299610388122,8.33442458444393,1.66299610388122,0.076,0.924
"1975_NE_120","1970s",1975,7,26,"Q3","MA","NY",NA,"Rec",1,"Juvenile",60.0936,23.6588976377953,"YS/School",-7.3826011618338,-1.74917123983119,2006,1974,32,-0.0394,-1.2608,-8.6434011618338,-1.74917123983119,8.6434011618338,1.74917123983119,0.01,0.99
"1975_NE_122","1970s",1975,7,26,"Q3","MA","NY",NA,"Rec",1,"Juvenile",54.2283,21.3497244094488,"YS/School",-7.62987942959452,-1.40742341370938,2006,1974,32,-0.0394,-1.2608,-8.89067942959452,-1.40742341370938,8.89067942959452,1.40742341370938,0.064,0.936
"1975_NE_123","1970s",1975,7,26,"Q3","MA","NY",NA,"Rec",1,"Juvenile",54.8457,21.5927952755906,"YS/School",-6.87581504741699,-1.45875951820328,2006,1974,32,-0.0394,-1.2608,-8.13661504741699,-1.45875951820328,8.13661504741699,1.45875951820328,0.1,0.9
"1975_NE_124","1970s",1975,7,26,"Q3","MA","NY",NA,"Rec",1,"Juvenile",64.7241,25.4819291338583,"YS/School",-8.03235335618336,-1.37188179857492,2006,1974,32,-0.0394,-1.2608,-9.29315335618336,-1.37188179857492,9.29315335618336,1.37188179857492,0.028,0.972
"1975_NE_126","1970s",1975,7,26,"Q3","MA","NY",NA,"Rec",1,"Juvenile",58.7559,23.1322440944882,"YS/School",-7.54701755880258,-1.73930915585288,2006,1974,32,-0.0394,-1.2608,-8.80781755880258,-1.73930915585288,8.80781755880258,1.73930915585288,0.026,0.974
"1975_NE_127","1970s",1975,7,26,"Q3","MA","NY",NA,"Rec",1,"Juvenile",60.0936,23.6588976377953,"YS/School",-7.89106900316887,-1.52745162567408,2006,1974,32,-0.0394,-1.2608,-9.15186900316887,-1.52745162567408,9.15186900316887,1.52745162567408,0.002,0.998
"1975_NE_128","1970s",1975,7,26,"Q3","MA","NY",NA,"Rec",1,"Juvenile",54.8457,21.5927952755906,"YS/School",-7.10736122529074,-1.53007278600655,2006,1974,32,-0.0394,-1.2608,-8.36816122529074,-1.53007278600655,8.36816122529074,1.53007278600655,0.026,0.974
"1975_NE_130","1970s",1975,7,27,"Q3","MA","NY",NA,"Rec",1,"Juvenile",58.1385,22.8891732283465,"YS/School",-7.65165868891858,-1.53758784169485,2006,1974,32,-0.0394,-1.2608,-8.91245868891858,-1.53758784169485,8.91245868891858,1.53758784169485,0.042,0.958
"1975_NE_131","1970s",1975,7,27,"Q3","MA","NY",NA,"Rec",2,"Juvenile",80.9823,31.8827952755905,"YS/School",-8.62807019437514,-1.01737924154596,2006,1973,33,-0.0394,-1.3002,-9.92827019437514,-1.01737924154596,9.92827019437514,1.01737924154596,0.422,0.578
"1975_NE_132","1970s",1975,7,27,"Q3","MA","NY",NA,"Rec",2,"Juvenile",84.8925,33.4222440944882,"YS/School",-8.2633224869906,-0.941878906582871,2006,1973,33,-0.0394,-1.3002,-9.5635224869906,-0.941878906582871,9.5635224869906,0.941878906582871,0.85,0.15
"1975_NE_133","1970s",1975,7,27,"Q3","MA","NY",NA,"Rec",2,"Juvenile",75.7344,29.8166929133858,"YS/School",-7.83456027565112,-1.60641001418092,2006,1973,33,-0.0394,-1.3002,-9.13476027565112,-1.60641001418092,9.13476027565112,1.60641001418092,0.016,0.984
"1975_NE_134","1970s",1975,7,27,"Q3","MA","NY","RR","Rec",2,"Juvenile",80.9823,31.8827952755905,"YS/School",-7.18632125302729,-1.28277436775449,2006,1973,33,-0.0394,-1.3002,-8.48652125302729,-1.28277436775449,8.48652125302729,1.28277436775449,0.42,0.58
